player_name,draft_year,draft_pick,draft_round,draft_age,college,position,position_group,bpm_college,stl_pct,orb_pct,blk_pct,ast_pct,ts_pct,ft_pct,three_par,usg_pct,dws,program_srs,college_season_year,vorp_yr2_5_avg,ws48_yr2_5_avg,bpm_yr2_5_avg,years_available,bbref_url,cbb_url,school_name
Paolo Banchero,2022,1,1,19.6,Duke,Power Forward,BIG,7.7,1.9,6.4,2.7,17.5,0.557,0.729,0.253,27.5,2.2,19.55,2022.0,2.1999999999999997,0.09699999999999999,2.066666666666667,3,/players/b/banchpa01.html,https://www.sports-reference.com/cbb/players/paolo-banchero-1.html,Duke
Chet Holmgren,2022,2,1,20.2,Gonzaga,Center,BIG,15.0,1.6,8.0,12.6,11.4,0.691,0.717,0.375,21.6,3.1,25.46,2022.0,2.466666666666667,0.18999999999999997,3.3333333333333335,3,/players/h/holmgch01.html,https://www.sports-reference.com/cbb/players/chet-holmgren-1.html,Gonzaga
Jabari Smith Jr.,2022,3,1,19.1,Auburn,Power Forward,BIG,11.1,2.1,3.5,3.8,14.0,0.57,0.799,0.44,27.6,2.3,19.2,2022.0,0.8333333333333334,0.11533333333333333,-0.6,3,/players/s/smithja05.html,https://www.sports-reference.com/cbb/players/jabari-smith-2.html,Auburn
Keegan Murray,2022,4,1,21.8,Iowa,Power Forward,BIG,15.7,2.3,9.8,6.4,10.1,0.638,0.749,0.3,29.7,2.0,18.9,2022.0,0.26666666666666666,0.063,-1.866666666666667,3,/players/m/murrake02.html,https://www.sports-reference.com/cbb/players/keegan-murray-1.html,Iowa
Jaden Ivey,2022,5,1,20.4,Purdue,Shooting Guard,G,7.2,1.7,2.7,2.0,19.2,0.579,0.739,0.406,28.7,1.4,19.15,2022.0,0.06666666666666667,0.056,-1.0333333333333334,3,/players/i/iveyja01.html,https://www.sports-reference.com/cbb/players/jaden-ivey-1.html,Purdue
Bennedict Mathurin,2022,6,1,20.0,Arizona,Small Forward,F,8.0,1.6,5.1,0.8,13.8,0.576,0.789,0.465,25.1,2.2,22.75,2022.0,-0.43333333333333335,0.05833333333333333,-2.9333333333333336,3,/players/m/mathube01.html,https://www.sports-reference.com/cbb/players/bennedict-mathurin-1.html,Arizona
Shaedon Sharpe,2022,7,1,19.1,Kentucky,Shooting Guard,G,,,,,,,,,,,20.9,,0.13333333333333333,0.042333333333333334,-1.8333333333333333,3,/players/s/sharpsh01.html,,
Jeremy Sochan,2022,9,1,19.1,Baylor,Power Forward,BIG,8.0,2.9,8.9,3.2,12.3,0.546,0.589,0.384,19.6,1.9,21.73,2022.0,-0.13333333333333333,0.082,-1.9333333333333333,3,/players/s/sochaje01.html,https://www.sports-reference.com/cbb/players/jeremy-sochan-1.html,Baylor
Johnny Davis,2022,10,1,20.3,Wisconsin,Shooting Guard,G,8.9,2.0,4.3,2.3,14.8,0.523,0.779,0.246,32.5,2.0,13.13,2022.0,-0.35,0.0005000000000000004,-4.699999999999999,2,/players/d/davisjo06.html,https://www.sports-reference.com/cbb/players/jonathan-davis-3.html,Wisconsin
Jalen Williams,2022,12,1,21.2,Santa Clara,Shooting Guard,G,6.0,1.9,2.0,1.5,22.6,0.601,0.785,0.248,25.0,1.5,8.98,2022.0,2.2666666666666666,0.16033333333333333,2.8000000000000003,3,/players/w/willija06.html,https://www.sports-reference.com/cbb/players/jalen-williams-13.html,Santa Clara
Jalen Duren,2022,13,1,18.6,Memphis,Center,BIG,7.1,1.8,14.0,9.9,10.5,0.608,0.625,0.004,22.8,1.7,14.67,2022.0,2.3666666666666667,0.20466666666666666,2.6666666666666665,3,/players/d/durenja01.html,https://www.sports-reference.com/cbb/players/jalen-duren-1.html,Memphis
Ochai Agbaji,2022,14,1,22.2,Kansas,Shooting Guard,G,9.0,1.5,2.8,1.7,8.7,0.595,0.714,0.466,25.3,2.2,22.28,2022.0,-0.3333333333333333,0.04499999999999999,-3.033333333333333,3,/players/a/agbajoc01.html,https://www.sports-reference.com/cbb/players/ochai-agbaji-1.html,Kansas
Mark Williams,2022,15,1,20.5,Duke,Center,BIG,12.5,1.2,13.2,11.4,7.1,0.726,0.661,0.004,18.6,2.0,19.55,2022.0,1.0999999999999999,0.20266666666666666,2.1,3,/players/w/willima07.html,https://www.sports-reference.com/cbb/players/mark-williams-7.html,Duke
AJ Griffin,2022,16,1,18.8,Duke,Small Forward,F,8.1,1.3,3.9,2.3,7.0,0.63,0.792,0.537,18.8,1.2,19.55,2022.0,-0.3,-0.12,-9.6,1,/players/g/griffaj01.html,https://www.sports-reference.com/cbb/players/aj-griffin-1.html,Duke
Tari Eason,2022,17,1,21.1,LSU,Power Forward,BIG,14.7,4.5,10.5,6.2,10.1,0.615,0.803,0.214,31.8,2.5,,,0.8666666666666667,0.12833333333333333,1.2,3,/players/e/easonta01.html,https://www.sports-reference.com/cbb/players/tari-eason-1.html,
Dalen Terry,2022,18,1,20.0,Arizona,Shooting Guard,G,8.0,2.5,5.0,1.1,22.1,0.584,0.68,0.336,14.1,2.1,22.75,2022.0,-0.16666666666666666,0.05833333333333333,-2.6,3,/players/t/terryda01.html,https://www.sports-reference.com/cbb/players/dalen-terry-1.html,Arizona
Jake LaRavia,2022,19,1,20.6,Wake Forest,Power Forward,BIG,8.5,2.7,7.5,3.0,20.0,0.649,0.777,0.246,20.4,2.1,,,0.3666666666666667,0.085,-1.1666666666666667,3,/players/l/laravja01.html,https://www.sports-reference.com/cbb/players/jake-laravia-1.html,
Malaki Branham,2022,20,1,19.1,Ohio State,Shooting Guard,G,5.7,1.5,3.5,1.0,14.5,0.596,0.833,0.277,24.1,0.8,1.5,2022.0,-0.5333333333333333,0.021,-3.6666666666666665,3,/players/b/branhma01.html,https://www.sports-reference.com/cbb/players/malaki-branham-1.html,Ohio St.
Christian Braun,2022,21,1,21.2,Kansas,Shooting Guard,G,9.0,1.6,4.9,2.5,14.5,0.585,0.749,0.316,20.4,2.5,22.28,2022.0,0.6333333333333334,0.11566666666666665,-0.9333333333333332,3,/players/b/braunch01.html,https://www.sports-reference.com/cbb/players/christian-braun-1.html,Kansas
Walker Kessler,2022,22,1,20.9,Auburn,Center,BIG,10.9,3.3,18.4,10.7,7.3,0.58,0.537,0.044,22.5,0.7,,,1.0,0.14266666666666666,2.0,3,/players/k/kesslwa01.html,https://www.sports-reference.com/cbb/players/walker-kessler-1.html,
David Roddy,2022,23,1,21.2,Colorado State,Power Forward,BIG,11.1,2.1,7.4,4.1,19.8,0.645,0.739,0.27,28.8,1.8,9.82,2022.0,-0.26666666666666666,0.08366666666666667,-2.1666666666666665,3,/players/r/roddyda01.html,https://www.sports-reference.com/cbb/players/david-roddy-1.html,Colorado St.
Blake Wesley,2022,25,1,19.3,Notre Dame,Shooting Guard,G,1.3,2.6,3.0,0.2,17.4,0.495,0.657,0.404,31.3,1.4,11.87,2022.0,-0.3,0.033,-3.9333333333333336,3,/players/w/weslebl01.html,https://www.sports-reference.com/cbb/players/blake-wesley-1.html,Notre Dame
Wendell Moore Jr.,2022,26,1,20.8,Duke,Shooting Guard,G,7.9,2.4,4.4,0.6,21.7,0.605,0.814,0.335,19.5,1.9,19.55,2022.0,-0.03333333333333333,0.077,-2.2666666666666666,3,/players/m/moorewe01.html,https://www.sports-reference.com/cbb/players/wendell-moorejr-1.html,Duke
Patrick Baldwin Jr.,2022,28,1,19.6,UW-Milwaukee,Small Forward,F,-1.8,1.7,3.7,3.2,12.0,0.45,0.743,0.489,28.3,0.4,-13.19,2022.0,-0.09999999999999999,0.05566666666666667,-2.5,3,/players/b/baldwpa01.html,https://www.sports-reference.com/cbb/players/patrick-baldwinjr-1.html,Milwaukee
TyTy Washington Jr.,2022,29,1,20.6,Kentucky,Point Guard,G,7.4,2.6,2.6,0.7,22.7,0.528,0.75,0.306,22.5,1.5,20.9,2022.0,-0.06666666666666667,-0.005333333333333333,-4.766666666666667,3,/players/w/washity02.html,https://www.sports-reference.com/cbb/players/tyty-washingtonjr-1.html,Kentucky
Peyton Watson,2022,30,1,19.8,UCLA,Small Forward,F,1.1,2.8,8.1,5.5,11.0,0.394,0.688,0.263,20.8,0.9,19.3,2022.0,0.09999999999999999,0.07666666666666666,-1.7333333333333334,3,/players/w/watsope01.html,https://www.sports-reference.com/cbb/players/peyton-watson-1.html,UCLA
Andrew Nembhard,2022,31,2,22.4,Gonzaga,Point Guard,G,6.9,2.3,1.2,0.3,23.3,0.569,0.813,0.432,16.7,3.8,,,0.13333333333333333,0.06833333333333333,-1.7666666666666666,3,/players/n/nembhan01.html,https://www.sports-reference.com/cbb/players/andrew-nembhard-1.html,
Caleb Houstan,2022,32,2,19.5,Michigan,Small Forward,F,3.1,1.4,3.1,0.8,7.4,0.53,0.783,0.595,17.9,0.9,14.26,2022.0,0.0,0.11933333333333333,-1.2666666666666668,3,/players/h/houstca01.html,https://www.sports-reference.com/cbb/players/caleb-houstan-1.html,Michigan
Christian Koloko,2022,33,2,22.0,Arizona,Center,BIG,10.5,1.6,12.1,10.3,9.8,0.661,0.67,0.01,20.7,2.4,22.75,2022.0,-0.15000000000000002,0.084,-3.75,2,/players/k/kolokch01.html,https://www.sports-reference.com/cbb/players/christian-koloko-1.html,Arizona
Jaylin Williams,2022,34,2,20.0,Arkansas,Power Forward,BIG,7.9,2.3,5.3,4.0,15.3,0.538,0.731,0.231,18.2,3.0,16.27,2022.0,1.1333333333333333,0.16133333333333333,2.6999999999999997,3,/players/w/willija07.html,https://www.sports-reference.com/cbb/players/jaylin-williams-2.html,Arkansas
Max Christie,2022,35,2,19.4,Michigan State,Shooting Guard,G,1.9,1.0,3.4,1.7,8.6,0.494,0.824,0.42,18.1,0.8,14.26,2022.0,-0.13333333333333333,0.051333333333333335,-2.533333333333333,3,/players/c/chrisma02.html,https://www.sports-reference.com/cbb/players/max-christie-1.html,Michigan St.
Kennedy Chandler,2022,38,2,19.8,Tennessee,Point Guard,G,9.0,4.1,2.5,0.9,32.3,0.539,0.606,0.327,25.0,2.4,20.46,2022.0,-0.3,0.029,-5.7,1,/players/c/chandke01.html,https://www.sports-reference.com/cbb/players/kennedy-chandler-1.html,Tennessee
Bryce McGowens,2022,40,2,19.6,Nebraska,Shooting Guard,G,1.3,1.2,2.4,1.0,8.6,0.533,0.831,0.368,27.2,0.6,3.0,2022.0,-0.3,-0.014333333333333328,-7.1000000000000005,3,/players/m/mcgowbr01.html,https://www.sports-reference.com/cbb/players/bryce-mcgowens-1.html,Nebraska
E.J. Liddell,2022,41,2,21.5,Ohio State,Power Forward,BIG,11.8,1.0,8.9,8.5,17.0,0.598,0.749,0.297,30.5,1.6,1.5,2022.0,-0.03333333333333333,0.030333333333333334,-4.033333333333333,3,/players/l/liddeej01.html,https://www.sports-reference.com/cbb/players/ej-liddell-1.html,Ohio St.
Trevor Keels,2022,42,2,18.8,Duke,Shooting Guard,G,4.2,2.4,3.3,0.2,14.9,0.52,0.67,0.493,20.7,1.3,19.55,2022.0,0.0,-0.197,-14.5,1,/players/k/keelstr01.html,https://www.sports-reference.com/cbb/players/trevor-keels-1.html,Duke
Moussa Diabaté,2022,43,2,20.4,Michigan,Center,BIG,2.8,0.8,11.9,3.7,6.2,0.565,0.619,0.065,19.7,0.9,14.26,2022.0,0.6333333333333334,0.18766666666666665,1.0999999999999999,3,/players/d/diabamo01.html,https://www.sports-reference.com/cbb/players/moussa-diabate-1.html,Michigan
Ryan Rollins,2022,44,2,20.0,Toledo,Point Guard,G,5.4,3.0,2.4,0.9,20.5,0.559,0.796,0.304,28.9,2.2,6.26,2022.0,0.6,0.10833333333333334,1.8,3,/players/r/rolliry01.html,https://www.sports-reference.com/cbb/players/ryan-rollins-1.html,Toledo
Josh Minott,2022,45,2,19.6,Memphis,Small Forward,F,7.2,3.1,12.9,5.4,12.8,0.571,0.754,0.088,21.9,1.0,14.67,2022.0,0.5,0.17133333333333334,3.266666666666667,3,/players/m/minotjo01.html,https://www.sports-reference.com/cbb/players/josh-minott-1.html,Memphis
Vince Williams Jr.,2022,47,2,21.8,VCU,Shooting Guard,G,9.2,2.9,3.5,3.8,19.6,0.629,0.773,0.585,22.6,2.5,9.83,2022.0,0.19999999999999998,0.04700000000000001,-1.5,3,/players/w/willivi01.html,https://www.sports-reference.com/cbb/players/vince-williams-2.html,VCU
Kendall Brown,2022,48,2,19.1,Baylor,Shooting Guard,G,7.4,2.2,7.3,1.5,12.3,0.63,0.689,0.181,17.1,1.8,21.73,2022.0,-0.1,0.045,-6.8,1,/players/b/brownke03.html,https://www.sports-reference.com/cbb/players/kendall-brown-1.html,Baylor
Isaiah Mobley,2022,49,2,22.8,USC,Power Forward,BIG,7.9,1.3,7.5,2.7,18.8,0.535,0.596,0.337,22.4,2.0,12.5,2022.0,-0.05,0.0755,-0.9499999999999997,2,/players/m/mobleis01.html,https://www.sports-reference.com/cbb/players/isaiah-mobley-1.html,USC
Tyrese Martin,2022,51,2,23.3,UConn,Shooting Guard,G,1.6,1.8,6.9,1.1,6.9,0.511,0.656,0.42,18.9,3.0,,,-0.25,0.0195,-3.0,2,/players/m/martity01.html,https://www.sports-reference.com/cbb/players/tyrese-martin-1.html,
JD Davison,2022,53,2,19.7,Alabama,Point Guard,G,5.2,2.1,4.5,1.4,29.4,0.558,0.728,0.388,18.8,0.8,14.62,2022.0,0.0,0.083,-1.3333333333333333,3,/players/d/davisjd01.html,https://www.sports-reference.com/cbb/players/jd-davison-1.html,Alabama
Jabari Walker,2022,57,2,19.9,Colorado,Power Forward,BIG,5.7,1.5,8.9,2.6,10.0,0.57,0.783,0.3,27.6,2.0,9.82,2022.0,-0.16666666666666666,0.10566666666666667,-2.2666666666666666,3,/players/w/walkeja01.html,https://www.sports-reference.com/cbb/players/jabari-walker-1.html,Colorado
Brandon Miller,2023,2,1,20.6,Alabama,Small Forward,F,12.0,1.5,6.7,2.4,12.9,0.583,0.859,0.535,26.2,2.9,23.19,2023.0,1.1,0.066,0.8,2,/players/m/millebr02.html,https://www.sports-reference.com/cbb/players/brandon-miller-3.html,Alabama
Anthony Black,2023,6,1,19.4,Arkansas,Point Guard,G,6.7,3.4,4.3,1.8,20.6,0.549,0.705,0.283,20.9,2.4,15.99,2023.0,0.35,0.064,-1.25,2,/players/b/blackan01.html,https://www.sports-reference.com/cbb/players/anthony-black-1.html,Arkansas
Jarace Walker,2023,8,1,19.8,Houston,Power Forward,BIG,8.8,2.2,9.6,6.3,12.5,0.534,0.663,0.297,22.4,2.8,22.2,2023.0,0.04999999999999999,0.039,-1.65,2,/players/w/walkeja02.html,https://www.sports-reference.com/cbb/players/jarace-walker-1.html,Houston
Taylor Hendricks,2023,9,1,19.6,Central Florida,Power Forward,BIG,7.9,1.6,8.1,6.2,8.6,0.589,0.782,0.403,21.2,2.2,10.9,2023.0,-0.05,0.0205,-2.95,2,/players/h/hendrta01.html,https://www.sports-reference.com/cbb/players/taylor-hendricks-1.html,UCF
Cason Wallace,2023,10,1,19.6,Kentucky,Shooting Guard,G,7.7,3.7,3.3,1.6,24.3,0.543,0.757,0.407,19.9,1.6,14.76,2023.0,1.6,0.1275,1.1,2,/players/w/wallaca01.html,https://www.sports-reference.com/cbb/players/cason-wallace-1.html,Kentucky
Jett Howard,2023,11,1,19.8,Michigan,Small Forward,F,5.2,0.8,1.0,2.1,12.9,0.562,0.8,0.64,23.0,1.0,12.43,2023.0,-0.3,0.048499999999999995,-3.55,2,/players/h/howarje01.html,https://www.sports-reference.com/cbb/players/jett-howard-1.html,Michigan
Dereck Lively II,2023,12,1,19.4,Duke,Center,BIG,9.3,1.5,12.4,12.7,9.8,0.662,0.6,0.111,11.6,1.7,15.83,2023.0,0.6000000000000001,0.163,1.95,2,/players/l/livelde01.html,https://www.sports-reference.com/cbb/players/dereck-lively-ii-1.html,Duke
Gradey Dick,2023,13,1,19.6,Kansas,Shooting Guard,G,7.7,2.5,4.0,0.8,9.4,0.581,0.854,0.523,20.5,2.1,19.2,2023.0,-0.45,0.053000000000000005,-3.4000000000000004,2,/players/d/dickgr01.html,https://www.sports-reference.com/cbb/players/gradey-dick-1.html,Kansas
Jordan Hawkins,2023,14,1,21.2,UConn,Shooting Guard,G,8.3,1.4,3.9,1.8,8.2,0.584,0.872,0.631,25.4,1.9,22.95,2023.0,-0.95,-0.0245,-5.800000000000001,2,/players/h/hawkijo01.html,https://www.sports-reference.com/cbb/players/jordan-hawkins-1.html,UConn
Kobe Bufkin,2023,15,1,19.8,Michigan,Shooting Guard,G,6.7,2.3,2.6,2.1,17.4,0.578,0.833,0.337,21.8,1.7,12.43,2023.0,-0.15000000000000002,-0.019000000000000003,-6.7,2,/players/b/bufkiko01.html,https://www.sports-reference.com/cbb/players/kobe-bufkin-1.html,Michigan
Keyonte George,2023,16,1,19.6,Baylor,Point Guard,G,5.6,2.3,4.2,0.7,20.1,0.524,0.793,0.553,30.8,1.1,17.3,2023.0,0.5,0.055999999999999994,-0.9000000000000001,2,/players/g/georgke01.html,https://www.sports-reference.com/cbb/players/keyonte-george-1.html,Baylor
Jalen Hood-Schifino,2023,17,1,20.0,Indiana,Shooting Guard,G,0.7,1.4,1.6,0.8,20.2,0.492,0.776,0.275,25.7,1.3,14.94,2023.0,-0.4,-0.015,-6.9,1,/players/h/hoodsja01.html,https://www.sports-reference.com/cbb/players/jalen-hood-schifino-1.html,Indiana
Jaime Jaquez Jr.,2023,18,1,22.3,UCLA,Small Forward,F,10.7,2.8,9.0,2.2,14.6,0.543,0.737,0.192,27.9,3.3,22.11,2023.0,0.75,0.0875,-0.4,2,/players/j/jaqueja01.html,https://www.sports-reference.com/cbb/players/jaime-jaquezjr-1.html,UCLA
Brandin Podziemski,2023,19,1,20.3,Santa Clara,Shooting Guard,G,10.6,2.8,5.6,1.4,20.5,0.602,0.771,0.402,25.6,2.0,,,1.25,0.111,0.44999999999999996,2,/players/p/podzibr01.html,https://www.sports-reference.com/cbb/players/brandin-podziemski-1.html,
Cam Whitmore,2023,20,1,19.0,Villanova,Small Forward,F,6.2,3.2,3.7,1.6,6.4,0.571,0.703,0.424,25.6,1.2,10.61,2023.0,0.2,0.052,-1.5,2,/players/w/whitmca01.html,https://www.sports-reference.com/cbb/players/cam-whitmore-1.html,Villanova
Noah Clowney,2023,21,1,18.9,Alabama,Power Forward,BIG,8.3,1.3,8.7,3.4,5.8,0.576,0.649,0.474,18.0,2.4,23.19,2023.0,-0.55,0.026000000000000002,-3.75,2,/players/c/clownno01.html,https://www.sports-reference.com/cbb/players/noah-clowney-1.html,Alabama
Dariq Whitehead,2023,22,1,18.9,Duke,Small Forward,F,4.0,2.2,2.7,1.1,9.3,0.548,0.793,0.497,22.4,1.0,15.83,2023.0,-0.2,-0.0185,-5.85,2,/players/w/whiteda01.html,https://www.sports-reference.com/cbb/players/dariq-whitehead-1.html,Duke
Kris Murray,2023,23,1,22.8,Iowa,Small Forward,F,8.9,1.7,8.5,3.3,11.7,0.572,0.699,0.432,27.0,1.1,14.08,2023.0,-0.04999999999999999,0.056,-2.25,2,/players/m/murrakr01.html,https://www.sports-reference.com/cbb/players/kris-murray-1.html,Iowa
Olivier-Maxence Prosper,2023,24,1,21.0,Marquette,Power Forward,BIG,2.8,2.0,5.6,0.6,5.5,0.598,0.756,0.382,18.9,2.2,,,0.25,0.0955,-1.1,2,/players/p/prospol01.html,https://www.sports-reference.com/cbb/players/olivier-maxence-prosper-1.html,
Marcus Sasser,2023,25,1,22.8,Houston,Point Guard,G,12.0,3.2,1.4,0.7,19.6,0.597,0.824,0.576,26.1,2.6,22.2,2023.0,0.15,0.0965,-1.15,2,/players/s/sassema01.html,https://www.sports-reference.com/cbb/players/marcus-sasser-1.html,Houston
Ben Sheppard,2023,26,1,21.9,Belmont,Shooting Guard,G,3.6,2.3,2.2,0.5,16.9,0.582,0.696,0.424,27.7,1.4,1.88,2023.0,-0.2,0.0655,-2.5,2,/players/s/sheppbe01.html,https://www.sports-reference.com/cbb/players/ben-sheppard-1.html,Belmont
Nick Smith Jr.,2023,27,1,19.2,Arkansas,Shooting Guard,G,0.7,1.8,1.1,0.5,13.5,0.472,0.74,0.351,28.7,0.6,15.99,2023.0,-0.8,-0.003,-5.2,2,/players/s/smithni01.html,https://www.sports-reference.com/cbb/players/nick-smith-jr-1.html,Arkansas
Brice Sensabaugh,2023,28,1,19.7,Ohio State,Small Forward,F,8.6,1.3,6.2,1.7,11.0,0.587,0.83,0.361,34.0,1.0,1.07,2023.0,0.0,0.035500000000000004,-1.9,2,/players/s/sensabr01.html,https://www.sports-reference.com/cbb/players/brice-sensabaugh-1.html,Ohio St.
Julian Strawther,2023,29,1,21.2,Gonzaga,Shooting Guard,G,5.8,1.5,3.0,1.5,6.7,0.602,0.745,0.484,22.2,1.6,18.99,2023.0,-0.5,0.056999999999999995,-3.4,2,/players/s/strawju01.html,https://www.sports-reference.com/cbb/players/julian-strawther-1.html,Gonzaga
Kobe Brown,2023,30,1,23.5,Missouri,Power Forward,BIG,8.9,2.8,7.3,1.9,16.9,0.655,0.747,0.319,23.6,1.2,11.41,2023.0,-0.1,0.07550000000000001,-2.4000000000000004,2,/players/b/brownko01.html,https://www.sports-reference.com/cbb/players/kobe-brown-1.html,Missouri
Jalen Pickett,2023,32,2,23.7,Penn State,Shooting Guard,G,5.3,2.4,3.9,3.0,36.7,0.542,0.73,0.442,23.9,3.9,,,0.0,0.0685,-1.9,2,/players/p/pickeja02.html,https://www.sports-reference.com/cbb/players/jalen-pickett-1.html,
Colby Jones,2023,34,2,21.1,Xavier,Shooting Guard,G,7.3,2.1,4.4,1.6,22.4,0.58,0.679,0.292,21.9,1.6,16.03,2023.0,-0.05,0.0885,-0.19999999999999996,2,/players/j/jonesco02.html,https://www.sports-reference.com/cbb/players/colby-jones-1.html,Xavier
Julian Phillips,2023,35,2,19.6,Tennessee,Small Forward,F,5.7,1.6,8.4,2.9,11.4,0.536,0.822,0.24,19.1,1.9,20.84,2023.0,-0.25,0.0655,-3.3,2,/players/p/phillju01.html,https://www.sports-reference.com/cbb/players/julian-phillips-1.html,Tennessee
Andre Jackson Jr.,2023,36,2,21.6,UConn,Shooting Guard,G,7.9,2.2,7.6,1.8,26.6,0.509,0.702,0.418,14.4,2.3,22.95,2023.0,-0.4,0.005999999999999998,-5.25,2,/players/j/jacksan01.html,https://www.sports-reference.com/cbb/players/andre-jackson-8.html,UConn
Hunter Tyson,2023,37,2,23.0,Clemson,Power Forward,BIG,8.1,1.6,4.7,0.4,8.3,0.631,0.79,0.571,20.1,2.3,10.53,2023.0,-0.25,0.017,-5.8,2,/players/t/tysonhu01.html,https://www.sports-reference.com/cbb/players/tyson-hunter-1.html,Clemson
Jordan Walsh,2023,38,2,19.3,Arkansas,Power Forward,BIG,3.8,2.6,5.8,2.0,6.7,0.513,0.712,0.332,16.2,1.6,15.99,2023.0,0.24999999999999997,0.097,-1.8499999999999999,2,/players/w/walshjo01.html,https://www.sports-reference.com/cbb/players/jordan-walsh-1.html,Arkansas
Mouhamed Gueye,2023,39,2,20.6,Washington State,Power Forward,BIG,5.1,1.6,12.2,2.8,14.0,0.532,0.613,0.105,26.0,1.7,6.78,2023.0,0.2,0.108,-0.95,2,/players/g/gueyemo02.html,https://www.sports-reference.com/cbb/players/mouhamed-gueye-1.html,Washington St.
Maxwell Lewis,2023,40,2,20.9,Pepperdine,Small Forward,F,1.8,1.4,4.4,2.5,17.2,0.567,0.791,0.328,28.2,0.8,-0.12,2023.0,-0.2,0.03,-4.4,1,/players/l/lewisma05.html,https://www.sports-reference.com/cbb/players/maxwell-lewis-1.html,Pepperdine
Amari Bailey,2023,41,2,19.4,UCLA,Point Guard,G,5.0,2.5,3.6,1.4,15.2,0.553,0.698,0.198,23.7,1.9,22.11,2023.0,0.0,0.0,0.0,0,/players/b/baileam01.html,https://www.sports-reference.com/cbb/players/amari-bailey-1.html,UCLA
GG Jackson II,2023,45,2,18.5,South Carolina,Power Forward,BIG,-0.1,1.4,5.4,2.8,6.6,0.474,0.677,0.369,30.8,0.7,-2.28,2023.0,-0.1,0.0305,-3.25,2,/players/j/jacksgg01.html,https://www.sports-reference.com/cbb/players/gregory-jackson-ii-1.html,South Carolina
Seth Lundy,2023,46,2,23.2,Penn State,Small Forward,F,7.7,1.5,3.7,2.0,5.4,0.609,0.814,0.627,22.3,1.5,-8.18,2023.0,0.0,0.0,0.0,0,/players/l/lundyse01.html,https://www.sports-reference.com/cbb/players/seth-lundy-1.html,Penn St.
Jordan Miller,2023,48,2,23.4,Miami (FL),Small Forward,F,6.6,2.6,7.8,1.6,10.6,0.615,0.756,0.236,17.9,2.8,,,0.35000000000000003,0.087,-1.2999999999999998,2,/players/m/millejo02.html,https://www.sports-reference.com/cbb/players/jordan-miller-2.html,
Emoni Bates,2023,49,2,19.4,Eastern Michigan,Small Forward,F,-0.4,1.3,4.2,1.7,10.2,0.495,0.646,0.497,24.7,0.6,,,0.0,0.038,-1.5,1,/players/b/batesem01.html,https://www.sports-reference.com/cbb/players/emoni-bates-1.html,
Keyontae Johnson,2023,50,2,23.1,Kansas State,Small Forward,F,5.7,1.7,5.4,0.6,13.5,0.593,0.715,0.254,25.8,2.1,,,0.0,0.0,0.0,0,/players/j/johnske08.html,https://www.sports-reference.com/cbb/players/keyontae-johnson-1.html,
Jalen Wilson,2023,51,2,22.6,Kansas,Power Forward,BIG,7.3,1.5,5.2,1.4,12.5,0.54,0.732,0.362,29.7,2.4,19.2,2023.0,-0.9,0.028999999999999998,-4.75,2,/players/w/wilsoja03.html,https://www.sports-reference.com/cbb/players/jalen-wilson-1.html,Kansas
Toumani Camara,2023,52,2,23.1,Dayton,Power Forward,BIG,1.7,1.8,8.6,3.2,7.4,0.537,0.623,0.21,19.0,1.7,,,0.95,0.0905,-0.55,2,/players/c/camarto01.html,https://www.sports-reference.com/cbb/players/toumani-camara-1.html,
Jaylen Clark,2023,53,2,21.7,UCLA,Shooting Guard,G,11.9,5.1,7.4,1.1,11.4,0.55,0.661,0.256,21.7,2.7,22.11,2023.0,0.05,0.1185,-1.3,2,/players/c/clarkja02.html,https://www.sports-reference.com/cbb/players/jaylen-clark-1.html,UCLA
Jalen Slawson,2023,54,2,23.7,Furman University,Small Forward,F,7.6,2.9,6.9,5.3,19.9,0.654,0.754,0.3,24.0,2.2,4.89,2023.0,0.1,0.07,-0.4,1,/players/s/slawsja01.html,https://www.sports-reference.com/cbb/players/jalen-slawson-1.html,Furman
Isaiah Wong,2023,55,2,22.4,Miami (FL),Shooting Guard,G,6.1,2.4,3.9,1.2,17.1,0.578,0.807,0.369,24.3,1.3,13.98,2023.0,-0.1,0.01,-4.0,1,/players/w/wongis01.html,https://www.sports-reference.com/cbb/players/isaiah-wong-1.html,Miami (FL)
Trayce Jackson-Davis,2023,57,2,23.3,Indiana,Center,BIG,16.0,1.4,10.1,9.0,24.8,0.608,0.676,0.0,29.4,2.4,14.94,2023.0,0.5,0.15250000000000002,0.39999999999999997,2,/players/j/jackstr02.html,https://www.sports-reference.com/cbb/players/trayce-jackson-davis-1.html,Indiana
Chris Livingston,2023,58,2,19.7,Kentucky,Small Forward,F,2.6,1.2,5.7,1.7,5.5,0.513,0.722,0.321,15.7,1.0,14.76,2023.0,-0.05,0.0995,-4.4,2,/players/l/livinch01.html,https://www.sports-reference.com/cbb/players/chris-livingston-1.html,Kentucky
